Title	Description	Transcription	Contributor Note	Notes	Subject (tgm)	Subject Name	Subject Geographic	Subject Topical	Creator	Finding Aid	Collection in Repository	Collection Number	Location in Collection	Object	Container type	filename	Alternative Title	Contributor	Creation Date	Date	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Usage Rights	Copyright Holder	Additional Display	Caption	Title Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	Local Identifier	Creator Identifier	Search by Decade	Pagination	Sort Me	StreamingFile	Date created	Date modified
A musical performance	A singer accompanied by a band is performing a performance for the protestors at Maĭdan Nezalez︠h︡nosti. Ukrainian flags are seen flying above the protestors.				Music; Bands; Band uniforms; Performances; Crowds; Flags; Musical instruments;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 126	digfolder	60001_df0001_126.tif			2004	5 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06491.JPG					2014-07-31	2015-03-27
Kuchmizm is me stickers	Stickers sponsored by the organization "PORA"are attached in the shape of the letter "K" onto a bright orange background. It looks like they might spell out Ukraine's former presidents last name "Kuchma." The stickers read "Kuchmizm is me."	Sticker reads: кучмізм - це Я			Stickers;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 022	digfolder	60001_df0001_022.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06138.JPG					2014-07-31	2015-04-10
Women in the revolution	Woman talking on the phone and drinking hot beverage; the woman wears an orange neckerchief in support of Yushchenko's party.				Activists; Revolutionaries; Women; Hats; Neckties;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0009: Central Independence Square events: Women, November-December 2004: Digital image 24	digfolder	60001_df0009_24.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00004.tif					2014-07-31	2014-12-03
Tent city in the Orange revolution	Tents installed by protesters from Ternopil', a city in western Ukraine. The sign reads: "Ternopil' supports "Tak!" Yushchenko".	Sign rads: "Тернопiль Так! Ющенко".			Activists; Tents; Revolutions; Revolutionaries; Signs (Notices); Flags; Ribbons; Men; Ribbons; Hats; Coats; Snow;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0005: Central Independence Square events: Living Conditions, November-December 2004: Digital image 46	digfolder	60001_df0005_046.tif			2004	30 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06254.JPG					2014-07-31	2015-03-27
Cheering Crowd	A crowd is gathered and cheering at the Maidan square with Ukrainian flags waving overhead.				Facades; Flags; Columns; Crowds;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 20	digfolder	60001_df0008_20.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00010 (2).tif					2014-07-31	2014-11-18
Independence square skyline	Above the sea of crowds, various flags can be seen. Also, a blimp with the Ukrainian flag hanging down from it is floating above the Independence Square.				Flags; Facades; Globes; Monuments;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 030	digfolder	60001_df0001_030.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06158.JPG					2014-07-31	2015-04-10
Signs and more signs	Maidan and the surrounding areas were filled with signs put up by the revolutionaries from all over Ukraine. It was very popular to make a sign with the name of the city or small town from where you came from in order to show that every part of Ukraine no matter how small or big supports the Revolution.				Signs (Notices); Ribbons; Flags;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 138	digfolder	60001_df0001_138.tif			2004	7 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06520.jpg					2014-07-31	2015-11-20
Patriarch Filaret on Maidan jumbotron	Patriarch Filaret appears on nighttime Maidan stage alongside other members of the clergy. Their appearance is projected via jumbotron. Orange flags in support of Yushchenko wave in the air above the crowd.				Activists; Flags; Protests; Political parades & rallies; Crowds; Ribbons; Televisions; Communication; Communication devices; Clergy; Patriarchs;	Filaret, Patriarch of Kiev and all Rus-Ukraine, 1929-	Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 13	digfolder	60001_df0002_013.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00034.tif					2014-07-31	2016-01-21
Young protesters	Radical students from Hora, a neighborhood in Kiev, announcing hunger strike inside a club where the press conferences took place.		Bujak’s comment: "Radical students from Hora announcing hunger strike. Inside a club where the press conferences were taken place. Bands around heads (kamikaze style) symbolize commitment to hunger strike."		Activists; Ribbons; Public speaking; Young adults; Flowers; Men; Women; Scarves;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine);		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0003: Central Independence Square events: Conversation and Debate, November-December 2004: Digital image 01	digfolder	60001_df0003_001.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05898.JPG					2014-07-31	2015-03-27
							Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 22	digfolder	60001_df0002_022.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00006.tif					2014-07-31	2014-11-14
Cat of the Revolution	A woman is holding up a kitten with an orange ribbon tied around its neck.				Ribbons; Cats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 05	digfolder	60001_df0008_05.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06412.JPG					2014-07-31	2014-11-18
Female protestor	A female protestor is wearing an orange hat and a headband with her hometowm "Dubno" written				Women; Hats; Headbands (Headgear);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 106	digfolder	60001_df0007_106.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00019.tif					2014-07-31	2014-12-03
